Employee ID,First Name,Middle Name,Last Name,Date of Birth,Gender,Email Address,Phone Number,Address,City,State/Province,Zip Code/Postal Code,Country,Job Title,Department,Manager ID,Hire Date,Termination Date,Salary,Hourly Rate,Contract Type,Contract Start Date,Contract End Date,Skills,Certifications,Education
c03b548c-545c-4aa4-b959-9b55a6eea042,Laura Laurie,,Cannon,1967-07-31,Female,scottross@example.com,+1-684-568-5514x3467,"23681 King Shores Suite 449
Keithport, PW 33176",Tylermouth,Illinois,88498,Taiwan,Mental health nurse,IT,43e94f8d-2358-4e37-8d9b-936ddc8e2f84,2023-11-01,,6574,65,Contract,2022-09-06,2025-03-20,"['special', 'ahead', 'owner']",Cisco Certified,High School
36232205-565d-4fb4-8770-ef65c3908917,Jacob Cynthia,,Hayes,1963-11-25,Female,tracystark@example.org,(290)827-9895x1273,"279 Scott Estate
Jackside, NE 01654",Jenniferview,Alabama 81124,,Ecuador,Community development worker,IT,d604cb70-4221-4e5f-bdf5-89907c10e658,2020-03-31,,21418,3,Part-time,2020-09-23,2025-07-15,"['music', 'travel', 'citizen']",Cisco Certified,PhD
5a966a19-c570-4e47-a276-0ae64c86b945,Cheryl Monica,,Rodgers,1966-01-31,Female,john00@example.com,506-890-6701x922,"96555 Wallace Lock
Reedmouth, PW 96487",East Amandaville,California 34856,,Bermuda,Acupuncturist,Finance,723c0c88-4f58-4d00-8b3c-718702441592,2022-12-11,,46909,15,Contract,2023-01-15,2025-11-08,"['learn', 'network', 'without']",Microsoft Certified,Master
1d890906-a6dc-4dbb-a0f5-4a98c78426fe,Nicole Andrew,,Walton,1978-12-16,Male,001-360-562-6127x352,andrewcoleman@example.org,"208 Alexander Spring
Perezland, AK 83352",East Jenniferside,New York,06763,Nigeria,"Accountant, chartered",HR,b287f070-3f9e-4f4b-ad02-f030b204b537,2020-02-29,,3089,74,Part-time,2021-08-21,2024-08-30,"['energy', 'attention', 'buy']",CCNA,Master
a534608e-4e64-4361-b923-5621c58be28b,Kyle Christopher,,Walters,1981-09-05,Male,lopezshannon@example.net,(359)306-1890x735,"07935 Kenneth Ports Suite 344
Bradleyland, KS 26868",Stephenhaven,Hawaii,98591,Saudi Arabia,"Buyer, industrial",HR,b1328c61-9118-4269-8567-d150d56693d7,2024-03-02,,41350,26,Full-time,2021-08-25,2024-10-15,"['myself', 'size', 'range']",AWS,Master
fd1c933c-13f9-4851-8b06-ba78774cd91c,Natalie,Jeff,Carlson,1975-08-19,Other,ericreed@example.net,553.200.5118,"98069 Willis Valley
Brownhaven, OR 72695",Josephfurt,Delaware,54421,Ireland,Make,Marketing,11adbf7a-418a-4ee1-902e-15f2342dbb90,2021-11-21,,53504,8,Part-time,2020-03-14,2025-04-06,"['form', 'others', 'that']",AWS,PhD
7d46947b-1886-4983-b420-98f29e18fccc,Douglas Matthew,,Holland,1998-10-20,Male,jason28@example.org,001-582-592-8917x00687,"568 Smith Haven
East Hunterville, WV 92629",South Paulview,Utah,80099,Lao People's Democratic Republic,Trading standards officer,Finance,f7b49a35-0b9f-48de-9b15-58da420cf642,2023-04-23,,36303,69,Part-time,2022-05-06,2024-07-26,"['worker', 'dark', 'nice']",Microsoft Certified,PhD
80288921-a9fa-4d59-972a-d69ebf7ec261,Brian,Laura,Andrews,1961-05-02,Female,758.391.8992,qrichardson@example.net,"Unit 5713 Box 4985
DPO AA 23087",North Jason,New York 57430,,Gabon,Newspaper journalist,Marketing,1e8b381d-31f2-4b04-9d53-3a0781cca0bd,2022-04-19,,48390,22,Contract,2022-07-23,2025-04-12,"['both', 'worry', 'past']",AWS,Master
18d46cb9-fac1-4aa7-9afa-28320964dc0c,Kenneth Michael,,Lowe,1965-06-25,Female,001-344-954-8124x61487,jose27@example.com,"603 Virginia Lakes Suite 786
Tommybury, MA 44145",Calvinview,Louisiana 65448,,Saint Lucia,"Engineer, civil (consulting)",Marketing,4a795bb1-ea27-42ea-a401-aff1b9157f4a,2020-04-02,,19428,81,Contract,2022-03-13,2025-09-03,"['whatever', 'follow', 'four']",Cisco Certified,High School
d35c5ffc-cc74-4365-8ef0-da1cf0e358aa,Nicole Evan,,Barnes,2002-01-28,Female,699.805.7617x40547,brianbell@example.net,"7562 Morris Ranch Suite 278
New Christine, NM 56372",Glendafort,Colorado,46517,Anguilla,Herbalist,IT,764af512-cdb1-43a7-ad13-7bfc7dc9ba9d,2022-03-11,2023-08-25,95653,83,Full-time,2020-10-07,2024-12-20,"['everybody', 'unit', 'student']",AWS,High School
7ea791bc-2975-4ac5-9e46-8f9d0e846aaa,Amy,Amy,Mcgee,1972-10-23,Female,lindsey48@example.com,001-793-623-0012x5048,"084 Jennifer Pines Suite 389
North Jenniferport, FM 88930",Jeremyton,New Mexico,42979,Mongolia,Ship broker,IT,4168ad67-fa1e-4424-8055-018635a10044,2022-03-03,2023-05-01,25897,64,Full-time,2020-05-31,2025-02-25,"['letter', 'then', 'hour']",CCNA,PhD
9c4da6a8-587d-4aa7-9c48-b9e869bf2fc6,Christopher Melissa,,Anderson,1973-05-06,Other,530-446-1751,heather30@example.net,"357 Reed Street
Port Monica, IN 91874",Clarkfort,Utah,98631,Senegal,IT consultant,HR,562dc925-54bb-4ebd-8c3a-935f9d05965f,2021-06-27,,46597,27,Part-time,2020-10-15,2025-05-19,"['performance', 'figure', 'total']",Cisco Certified,Bachelor
47ac7a1a-3db3-423a-989f-e7d6dd8d71b5,Cindy John,,Perry,1978-08-03,Other,adamjennings@example.com,(818)466-1373x93684,"PSC 6893, Box 3700
APO AP 68641",Lake Helen,North Dakota,32397,Moldova,"Engineer, building services",Marketing,4a547430-636f-464a-9338-89a869cbd415,2020-07-02,,2805,95,Contract,2022-02-11,2026-04-24,"['such', 'buy', 'himself']",AWS,Bachelor
c4c0bab9-1193-4791-8fae-7241ffc9ae0a,Felicia Timothy,,Snyder,1964-06-06,Female,+1-516-772-7587x4614,heatheryoung@example.net,"258 Joanna Way
Hannastad, OR 67778",North Valerie,Indiana 83667,,Iceland,Medical illustrator,Marketing,14c8312e-ca6d-486d-be8c-b171e4bc0774,2023-01-06,,9189,94,Full-time,2023-05-09,2024-07-09,"['condition', 'mouth', 'sometimes']",Cisco Certified,Master
4bbdb5cf-9c00-4b38-901e-5f8ae86dea19,Samuel Phillip,,Robbins,1978-11-24,Female,nelsonchristopher@example.org,957.431.3808x0933,"908 Baker Island
Lake Cameronburgh, CO 49781",Evansstad,Texas 78626,,Czech Republic,"Engineer, biomedical",IT,dd4f44b7-810f-4e52-9ed2-31388c910908,2020-02-27,,43718,39,Part-time,2023-03-11,2025-07-22,"['teacher', 'adult', 'than']",Cisco Certified,Bachelor
449f64a3-9b70-4e2a-bc87-c0864f892c88,Nicholas,Lauren,Cunningham,2001-10-01,Other,james56@example.com,347.278.1951x3384,"7046 Megan Mills Apt. 201
Mccoyhaven, NH 41303",East Dave,Hawaii,25257,Australia,Electrical engineer,Marketing,b8b47bca-95ec-4d7f-9067-4a73bd5c25d7,2023-03-13,,21043,44,Full-time,2020-03-17,2025-04-01,"['guy', 'control', 'star']",CCNA,High School
1c898ec6-a77d-4fbd-bbdd-be0d7007fe61,Kristen Michael,,Jones,1965-05-17,Other,(657)348-5724,meganmartinez@example.net,"672 Nichols Estate Apt. 535
Deanfort, DC 15827",West Jenniferhaven,Washington,99343,Monaco,Armed forces operational officer,Marketing,84a3f82b-5d82-47f1-bf38-a61fb65d4ef2,2020-04-13,,19990,91,Contract,2021-07-23,2025-08-17,"['third', 'writer', 'act']",CCNA,High School
92141cd9-7884-4429-b8ab-d42dcb3b0042,Hannah Tommy,,James,1959-01-17,Female,cherylspears@example.com,5575782097,"35741 Fletcher Forges
South Jose, MP 41939",New Stephanieville,Missouri,38542,Australia,Logistics and distribution manager,IT,56b8bf1c-e670-47c9-b9e6-db5000f80856,2024-01-21,2023-06-28,19236,70,Full-time,2020-01-22,2024-05-13,"['hot', 'figure', 'line']",Microsoft Certified,High School
261ce620-9c53-4e2f-8a8b-2a0f825ff1dc,Justin John,,Pratt,1959-11-17,Other,001-572-843-6941x62898,tanya78@example.org,"65345 Mario Shoal Suite 571
Port Jessica, FM 69170",Kelseyville,Oklahoma,71462,Korea,Insurance claims handler,HR,5dc1c1cc-3f24-4f1f-bf6f-7c714a0ea8e3,2022-08-09,,34911,22,Full-time,2020-11-16,2026-02-19,"['yes', 'space', 'seem']",CCNA,Bachelor
b863d48f-5d51-4565-8a23-df9603f31e10,Robert Gary,,Pineda,1994-08-28,Female,(756)835-1233x0889,gcollins@example.org,"050 Montoya Crescent
Joshuaton, MH 71813",Guzmanside,Nebraska,47865,Swaziland,Sub,Finance,b9c29bd8-91a0-4591-9f0d-30f14d47436c,2021-06-13,,13114,88,Full-time,2021-03-21,2026-02-01,"['coach', 'necessary', 'charge']",Cisco Certified,High School
92957526-3800-45e1-89be-64c551b47f84,Jasmine,Michele,Russell,1988-07-05,Female,553-482-2568,zmoyer@example.net,"PSC 7751, Box 2135
APO AP 71490",Debrafurt,Utah 06965,,United States Virgin Islands,Radio producer,Finance,bf6bb4db-37d3-482a-ba67-2d3bb53ef96a,2022-09-07,2023-09-21,14306,46,Part-time,2023-01-12,2025-03-21,"['my', 'clearly', 'among']",Microsoft Certified,PhD
982473d2-5169-4bc3-8676-e7c0d12e4a71,Kirsten Kimberly,,Martinez,1992-09-05,Other,garzajohn@example.org,001-297-843-2209x19044,"17849 Payne Prairie Suite 648
Paulport, VI 57124",Jonesmouth,Georgia 43100,,Cook Islands,"Sales professional, IT",Finance,49d4877d-d798-4dc5-8994-51d9bb24b0c6,2020-09-01,,41218,72,Contract,2020-02-13,2025-07-15,"['add', 'herself', 'collection']",Microsoft Certified,Master
5b368fe2-ac5e-4e6b-ac4a-2d7235da740d,Carla Cynthia,,Vincent,1981-08-11,Female,crystal57@example.net,001-508-394-9411x97761,"95504 Janet Manors Suite 886
New Mackenzie, NJ 60135",West Alexandertown,Maine 77184,,South Georgia and the South Sandwich Islands,"Engineer, land",Finance,930a89c8-0f33-4abe-83d8-0a5cb582e195,2021-03-07,,6683,58,Full-time,2020-05-23,2026-01-25,"['purpose', 'rate', 'plan']",CCNA,Bachelor
6134e831-901d-461a-87e5-c6fe9635479a,Joshua Emily,,Hubbard,1983-09-12,Other,lozanoheather@example.com,(217)801-7510x39693,"00873 Payne Road
South Ana, ID 18597",North Jamesburgh,Kentucky,13650,Liechtenstein,"Engineer, automotive",IT,5a2851b0-420e-48b3-b510-caaff4dac1e2,2024-03-19,,99053,86,Part-time,2021-03-11,2024-10-06,"['call', 'no', 'allow']",CCNA,High School
e399de13-b13a-4cac-a6da-289492daf27d,Alexandra Stephanie,,Kelly,1996-11-22,Female,jonathan67@example.com,001-597-348-0763x1849,"Unit 1423 Box 3230
DPO AP 02269",Port Loritown,Illinois,14083,Cape Verde,Health and safety adviser,Marketing,686e01e6-fd2a-4907-97e6-c61d265b9ec5,2021-04-27,,74424,48,Contract,2021-10-07,2026-01-05,"['also', 'wife', 'wide']",AWS,PhD
a1313dc6-0ece-4846-bcb7-499cb648809b,Kenneth,Andrea,Martin,2005-10-05,Male,carl29@example.org,+1-325-454-7534,"41231 Roy Road
Port Markville, VT 87981",Hansonfort,Minnesota,03971,Lesotho,Exercise physiologist,HR,464936b2-eab2-430c-bf1e-b0c6618920ab,2021-11-30,,83636,56,Full-time,2023-06-25,2025-03-18,"['yet', 'north', 'owner']",Microsoft Certified,Master
b106b999-a730-4511-8c7f-6093cfc684d9,Melinda Tammy,,Moore,1996-10-23,Female,lanejeanne@example.org,793-912-4732x78316,"0745 Darrell Junctions Suite 049
Lake Waynehaven, TN 23151",East Joanna,Tennessee,01814,Estonia,Quality manager,Marketing,f6007a59-a463-493a-8da5-800cc44fe032,2021-07-01,,63195,55,Full-time,2022-07-25,2024-09-24,"['space', 'quickly', 'true']",AWS,PhD
63e1c6ff-d0ba-4e6d-a0a5-0628ab9b6dbe,Christine,John,Smith,1969-05-03,Female,calebrush@example.net,001-243-708-0988x832,"5370 Pollard Oval Suite 002
Taylortown, LA 45400",Coryfurt,New York,10505,Lao People's Democratic Republic,Surgeon,Finance,3237dd4c-49c9-4772-90a0-60f1dd753392,2024-04-10,2023-08-20,35640,11,Contract,2022-01-26,2026-01-15,"['husband', 'American', 'structure']",Cisco Certified,Bachelor
182203ed-9c9d-4b10-a35a-d7d842cee4dc,Kenneth,Nicole,Wright,1960-08-17,Male,melindasmith@example.org,275.710.4125,"498 Bell Hill Suite 569
Robertport, SC 64651",Cummingsland,Hawaii,47767,Brunei Darussalam,Advertising account executive,IT,0756f388-88b8-4cbc-bbde-b30daaa72c3d,2020-12-14,,39259,53,Contract,2020-11-11,2025-11-21,"['some', 'dog', 'four']",Cisco Certified,Bachelor
a1b5e9ac-3979-40fb-bbf1-4ce1a56af06c,Kayla Benjamin,,Long,1967-05-04,Male,6076691763,collinskelsey@example.org,"Unit 0475 Box 9895
DPO AE 83586",Mariachester,Pennsylvania,88538,United States Virgin Islands,Media planner,Finance,c82b0114-cf84-49ec-9d19-1a6f6990c4ad,2022-02-16,2024-02-24,96552,77,Full-time,2020-12-26,2024-05-30,"['voice', 'feeling', 'best']",Microsoft Certified,PhD
edaf2f42-4340-4892-9e9b-d607c2dd50f1,Charles Sarah,,Poole,1982-06-23,Male,anthony51@example.com,+1-513-474-9050x7324,"6068 Hill Drive Apt. 002
Huangton, RI 59887",New Sara,Iowa,62244,Serbia,Ophthalmologist,IT,c867c1eb-d725-4b26-82d0-e3c6b82a5b7c,2022-08-21,2023-12-04,95012,42,Contract,2020-07-12,2025-10-15,"['account', 'yeah', 'simple']",CCNA,High School
634f2772-eeb3-403d-8f28-042a28876fc7,Amy Curtis,,Patrick,1982-09-27,Other,johnarcher@example.org,807.669.2295,"261 Sonya Ranch
Alexanderstad, MA 20537",Fishershire,Kentucky,74256,Tanzania,"Scientist, marine",IT,208822e0-d466-46fc-9670-401ff78109a8,2020-02-14,2023-11-10,9174,59,Part-time,2021-06-18,2024-07-24,"['animal', 'speech', 'during']",CCNA,High School
e62000aa-433b-41e1-9bcd-1a83a726e5da,Jacqueline Colleen,,Brown,1966-01-20,Male,tvaldez@example.net,001-739-216-4347x652,"9324 Alyssa Freeway
Robbinston, NV 96706",North Jeffshire,New Hampshire,67194,Belize,Environmental manager,HR,df0075cb-eaa1-4459-8e8c-2a541dc48319,2021-11-16,,90942,65,Contract,2021-06-06,2024-10-16,"['occur', 'per', 'trial']",CCNA,Bachelor
b6847130-2dfc-4408-9088-0fa7d79a318a,Cynthia,Kim,Walker,1974-08-22,Male,lisa46@example.org,617-500-0818x6576,"1983 Hubbard Course
West Bryanhaven, VA 03431",North Kimberly,Georgia,48442,Myanmar,Marketing executive,IT,6f03111a-21cd-415e-8af8-a87aefb0e2c1,2021-05-21,,12693,73,Part-time,2022-06-29,2025-02-14,"['rich', 'use', 'product']",Cisco Certified,Bachelor
becb76c1-f1bb-4ee3-882a-b7c39f34ea68,Amy,Joseph,Stewart,1981-11-16,Other,+1-675-987-3511x19185,markcompton@example.org,"4458 Nicole Rapid
Jasmineshire, RI 59251",Lake Dawnmouth,Georgia,12495,Cocos (Keeling) Islands,"Designer, graphic",Marketing,7a58dea7-836a-4f18-af03-58dcbc5e2a5b,2021-11-20,,96355,85,Contract,2023-11-14,2024-12-12,"['newspaper', 'sure', 'simply']",Cisco Certified,Bachelor
db8e392a-c603-414b-8e97-ea264f3317b2,Christy Benjamin,,Bryant,2000-06-23,Male,xrios@example.net,838-517-4718x200,"03086 Hunt Pike
West Catherineland, IN 04116",Diazview,Missouri,77550,Bahrain,Optometrist,Marketing,0ff34a6f-0099-4fb6-a775-3ab28d1c9c7d,2020-02-06,2024-02-19,14362,38,Contract,2020-06-01,2024-12-13,"['term', 'old', 'general']",CCNA,High School
dc53c0a5-870e-42d5-8c4d-6a3fe8ba8d9a,Erin Scott,,Murray,1984-06-26,Other,ilewis@example.org,243.550.5579x4153,"562 Joseph Pass Apt. 248
Schneiderside, WA 65967",South Davidtown,Vermont,07160,El Salvador,"Teacher, secondary school",IT,765fac3c-854d-4881-9ab6-212fac514f95,2023-07-21,,19381,34,Contract,2022-08-19,2025-05-16,"['doctor', 'sign', 'benefit']",CCNA,Master
8774f1a9-65c1-4469-a61a-93c11804ffff,Sandra Richard,,Strickland,1984-07-23,Other,001-625-251-5361,moniquewoods@example.net,"78447 Williams Via Suite 238
Josephtown, AS 03486",Turnerfurt,Pennsylvania,77863,Latvia,Financial manager,Marketing,70581e6e-068e-480a-9c39-785e6d1fd0e6,2020-05-29,,35826,5,Part-time,2023-11-26,2024-10-12,"['worry', 'reduce', 'always']",AWS,PhD
c85e276a-79f0-48e1-890d-8afcaba09726,Patrick Marie,,Gilmore,1973-11-23,Other,ugonzalez@example.org,(870)316-3634,"6839 Jennifer Manors
Kristopherland, SD 73020",New Matthew,New York 75547,,Singapore,Financial risk analyst,IT,f1962212-804f-4b28-8673-4c4a39bcec78,2023-09-23,,71615,61,Full-time,2022-04-06,2025-12-14,"['democratic', 'laugh', 'follow']",CCNA,High School
7e9e5820-9388-44a4-a91d-b6c85a06e474,Debra William,,Meyer,1979-05-09,Female,bfoley@example.org,+1-941-256-0932,"9696 Hall Ford
West Amy, MO 08828",Suttonborough,Massachusetts,84927,United Arab Emirates,Site engineer,Marketing,116c4b9c-65df-421f-a355-33f55b01572f,2022-08-24,,72426,80,Full-time,2023-11-19,2025-03-13,"['run', 'attack', 'sell']",Microsoft Certified,Bachelor
6f8856ea-0525-4481-ad41-176ef4dfe516,Karen Courtney,,King,1960-03-01,Male,anthonymccormick@example.org,001-242-841-1374x50332,"56148 Thomas Mountain Suite 534
Robinsonville, DE 21787",Jessicaton,Hawaii,19321,Mongolia,Environmental manager,HR,87ba2a1b-3488-48c2-b3a6-f4b164e7a844,2023-04-26,,68563,45,Full-time,2020-07-07,2026-01-29,"['stock', 'doctor', 'young']",Microsoft Certified,Bachelor
7ed5041d-ec21-4896-b9c5-0bc676074f28,Kristen Jennifer,,Salinas,1967-05-26,Female,obell@example.net,544-371-4449x94794,"67679 George Lodge
Lake Anne, OH 76218",Teresastad,Kansas,62281,Guam,Lexicographer,Finance,806f1ae3-614b-4f9d-a3ce-276878047c45,2021-01-20,2023-09-11,81173,68,Full-time,2023-08-28,2024-11-20,"['site', 'lot', 'off']",Cisco Certified,High School
1e24855b-2d31-4733-ad0c-0d69c4a43079,Devin,Lori,Brown,2004-04-08,Other,hensontony@example.org,309.444.0703x5610,"583 Porter Freeway Apt. 895
Bethville, WY 52804",Tinatown,Oklahoma 25760,,Gibraltar,"Engineer, energy",Finance,6cec047d-97f5-47fe-84e0-3e3c98b7fea6,2023-11-15,,44897,58,Part-time,2020-07-22,2025-10-11,"['space', 'spend', 'now']",CCNA,Bachelor
86636e05-ead3-4ed1-8291-1b6ed333ff12,Joseph Joshua,,Mendoza,1996-06-14,Male,robertpowell@example.com,900-662-4566,"785 Sean Neck
West Christopher, AL 26449",Thomasberg,West Virginia,06795,Russian Federation,"Engineer, automotive",Marketing,bc9853d9-26d4-49ad-b58e-29708b1ab068,2020-09-26,,20578,66,Part-time,2020-06-13,2024-08-04,"['executive', 'at', 'staff']",CCNA,PhD
c4e5636a-9d8c-4744-85e4-e518892b1322,Amanda Logan,,Brown,1971-07-20,Other,(818)767-1935x45899,duranphillip@example.org,"9812 Stephens Circles Suite 949
Port Ricky, DC 40563",East Seanfurt,Alabama 63196,,Estonia,Transport planner,Marketing,b7dff014-9b88-4866-8963-138e1d6a039f,2021-07-12,,45125,85,Contract,2020-09-17,2025-03-16,"['gas', 'involve', 'away']",Cisco Certified,Bachelor
2562627e-3d84-4d89-a2fd-2260ed3693f6,Denise Eric,,Simpson,1985-08-17,Female,annagonzalez@example.com,+1-526-847-0462x224,"Unit 7860 Box 5143
DPO AE 26422",North Parker,Missouri,19755,Cape Verde,Emergency planning/management officer,Marketing,4904afad-6187-468c-b0d6-d987a1689aa7,2020-02-05,,76122,35,Part-time,2023-12-15,2025-07-07,"['down', 'home', 'tell']",Cisco Certified,Master
e8e15933-d769-435c-bb69-83c80fe1a79a,Jonathan Amanda,,Whitaker,1961-06-14,Male,brandynunez@example.net,410-864-1091x79128,"4697 Derek Underpass
North Curtis, IL 96569",East Janet,Texas,45525,Croatia,Dentist,Finance,c03a35a0-5f81-4467-93f6-49c84695e1bd,2020-02-08,,49087,87,Full-time,2021-03-02,2026-03-30,"['live', 'more', 'it']",AWS,High School
84fcc10a-dc1d-4ff6-b18f-bd36f4baf0ed,Tony Luis,,Moore,1976-03-09,Male,deniseferguson@example.com,+1-556-205-4857x53298,"2097 Eric Plaza Suite 372
Aguilarfurt, TX 01406",Carlmouth,Georgia,94397,Grenada,Customer service manager,Marketing,a6911386-e92f-4127-862f-4479c26b1355,2021-05-23,,86609,49,Contract,2023-01-08,2024-09-09,"['culture', 'large', 'prepare']",CCNA,Master
7662093d-9d08-4308-bef7-17613b6059c0,John Wayne,,Lopez,2001-07-23,Other,rebeccaevans@example.com,815-294-3158,"680 Andrew Canyon
South Paulchester, WA 79467",New Kelseyfurt,Oregon,63624,Dominica,Dentist,HR,92e91ca6-e2a1-438a-8f19-b246363e871a,2023-04-06,,65753,97,Full-time,2021-11-08,2024-12-11,"['trial', 'owner', 'book']",AWS,Bachelor
6ff739fc-366f-412f-8795-b87cc2d07f76,Courtney,Jonathan,Huang,1989-11-02,Male,matthew81@example.net,(599)718-0157x95811,"049 Hebert Ports Suite 650
Jenniferbury, MD 42449",West Katherine,California,62956,Eritrea,Financial manager,Finance,964837c2-6139-4c27-8b68-7433e3f6c102,2024-03-01,2023-12-05,73851,12,Part-time,2022-07-12,2024-08-10,"['nice', 'attack', 'artist']",AWS,High School
fe9c1e19-aab1-4ecf-8024-fff0832a04b7,John Jose,,Moore,1968-05-16,Male,(837)771-9969,ashley60@example.com,"636 Russell Rue Suite 739
Lauraland, MA 11732",Masseyfurt,Mississippi,99923,Congo,"Nurse, learning disability",HR,969c3a8f-ef71-4244-8a84-c0b4f1e4e4f9,2020-10-06,,75289,58,Full-time,2021-10-24,2025-03-08,"['left', 'certain', 'join']",AWS,High School
c934bf60-89e7-4097-a7ac-b38744f03c3a,Douglas Jillian,,Calhoun,1975-07-31,Male,(677)806-9256x123,tlewis@example.org,"9591 Kristen Oval
Anthonychester, MO 51737",North Andrewburgh,South Dakota,36749,Hong Kong,Cabin crew,HR,c1040dae-8054-4483-bdbb-454eb8caf71e,2022-08-10,,22283,26,Contract,2020-06-07,2025-10-23,"['this', 'second', 'range']",AWS,Master
12b17e8b-992b-4dc5-b794-a94d275997a6,Brandy,Amy,Smith,1959-04-24,Other,victorparks@example.org,910.415.4802,"4195 Joel Oval Apt. 719
Cunninghamhaven, NM 68031",Mitchellchester,Montana,87856,Cambodia,Gaffer,Finance,a257eac6-327b-4d12-82ec-63d9c7431112,2023-06-26,2024-01-06,85647,46,Full-time,2020-12-15,2025-05-21,"['mother', 'foreign', 'something']",AWS,Master
6c970406-2c7d-4a78-913a-80a8ce37eeca,Madison,Caitlin,Henderson,1971-06-06,Other,+1-949-849-9032x87048,hobbspaul@example.org,"39379 Scott Plain
Wintersside, IN 42719",Collinsland,Nevada,62857,Malawi,Brewing technologist,HR,cb78ef55-b891-4487-b84b-c71314fa63e3,2023-12-30,2023-04-29,40517,37,Contract,2021-12-12,2025-06-02,"['customer', 'prevent', 'in']",Cisco Certified,PhD
007b99fd-20ab-43f5-97a5-2f76280c4179,Daniel,Allison,Schneider,1970-12-24,Other,hamiltonandrew@example.com,+1-591-994-0884x888,"8966 Brandon Trafficway Suite 632
North Teresa, WA 46603",Lake Peter,Iowa,58546,Belize,"Engineer, technical sales",IT,fa76dd1c-f177-4d1a-ad09-be0cf9d24a1b,2021-08-01,2023-12-05,66584,54,Contract,2023-05-21,2025-09-04,"['can', 'itself', 'gas']",CCNA,Bachelor
025fb502-55cf-40db-918c-db8edbaf2165,Brian Dustin,,Warner,1959-01-01,Male,(565)958-4961,ymiller@example.net,"764 Alexander Crescent
Rogersburgh, KY 65962",Allisonfurt,Vermont,88918,British Virgin Islands,Recycling officer,HR,2ab97636-b010-43af-9adb-e779fa508c2b,2024-01-18,,11152,29,Contract,2021-02-25,2024-11-12,"['decision', 'commercial', 'work']",CCNA,Bachelor
49d37d65-5cb8-4003-b8f9-8b110798145e,David,Jeffrey,Young,1984-07-19,Female,+1-236-989-1622,jefferyhill@example.net,"405 Phillip Courts Suite 974
South Davidstad, ND 92228",East Tammy,Washington,73741,Martinique,Fitness centre manager,Finance,485f5d64-ccef-4e11-bcec-0f8aafde4409,2020-11-08,,25339,46,Contract,2022-01-20,2025-02-05,"['wind', 'but', 'include']",AWS,PhD
0c6a7e20-36ea-4711-8514-9d3790904445,Jeffrey,Jason,Henderson,2005-01-13,Female,+1-560-792-6288x62372,lgomez@example.org,"5797 Caitlin Unions Apt. 016
Port Crystal, NY 98178",Gregorymouth,South Dakota,91621,Falkland Islands (Malvinas),Forensic scientist,HR,d669fa58-ec0b-4c13-9a05-22e9a35dd38d,2021-08-15,,39940,31,Contract,2021-04-22,2025-06-19,"['second', 'who', 'laugh']",Cisco Certified,High School
5beb128c-dd04-488e-aebd-e8968ac76adf,Michael Amanda,,Jackson,1994-08-30,Other,nancy78@example.net,001-294-681-7112x414,"PSC 8599, Box 7709
APO AA 55904",New Melissa,Kansas 67744,,Serbia,Local government officer,IT,330862e6-27cc-4df0-8462-bf02615442cf,2020-01-17,2023-11-19,68280,59,Contract,2023-12-19,2025-02-06,"['Mrs', 'let', 'growth']",Microsoft Certified,PhD
b7551820-9983-46ee-a118-f6a2cd14caca,Mary Michael,,Bailey,1974-06-28,Male,651-512-2499,elizabeth12@example.com,"58994 Kevin Route Apt. 769
Johnnyfurt, DE 09184",North Richardbury,Nevada,15430,Central African Republic,"Buyer, retail",Marketing,c98ddc12-1aed-4be9-b393-457fc0a53a52,2020-09-26,,15784,28,Full-time,2020-05-23,2024-08-31,"['college', 'tax', 'marriage']",Microsoft Certified,PhD
6a6f3b09-bc45-4a36-8180-17b0345b1050,Russell Albert,,Lee,1994-03-19,Other,erikapennington@example.org,560-930-1970x291,"745 Brock Prairie
Williamsmouth, NC 76057",Campbellside,Kentucky,50928,Sri Lanka,Insurance claims handler,HR,037a6e25-15ec-49a7-8e86-75433e7323d3,2020-09-17,,52607,99,Contract,2021-09-29,2024-07-30,"['deal', 'item', 'several']",Microsoft Certified,Bachelor
85c23762-2177-4721-8337-a1eb6a803bf9,Christopher Kelly,,Watkins,1991-09-30,Male,walkergarrett@example.org,928-435-9034x331,"75668 Rocha Flats
Kristinport, DE 78725",Johnsonberg,Colorado 66948,,Lao People's Democratic Republic,Electrical engineer,IT,6af828e3-610b-4b1d-b211-a1888e7a0121,2021-08-18,,43152,16,Contract,2023-03-13,2024-11-06,"['view', 'find', 'sound']",AWS,Master
d1cd7104-1f64-4d4d-a67e-1b42d89a2d8c,Stephanie,Scott,Bennett,2003-05-18,Male,914-660-5000x0100,urivers@example.org,"44855 Rogers Walk
Yatesburgh, GA 51831",Mollyton,Texas,45792,Burundi,"Clinical scientist, histocompatibility and immunogenetics",Finance,5b7a7563-9f5d-4a2d-88fa-99d7dce880e9,2021-03-08,2023-07-16,22018,88,Full-time,2022-06-09,2025-08-27,"['entire', 'pull', 'national']",CCNA,High School
